point_code,site,stream,location,point_no,trap_no,trap_code,coll_day,date,time,butt_code,dorsal,ventral,marked,recaptured,escaped,cam_code_a,cam_code_b
UPA2d_S4,UPA2d,Dry,Stream,4,A,UPA2d_S4A,10,29/07/2016,10:14,02054_r,y,y,y,Yes,No,7503,7504
UPA2d_S4,UPA2d,Dry,Stream,4,A,UPA2d_S4A,10,29/07/2016,10:14,02590_r,y,y,y,Yes,No,7507,7508
UPA2d_S4,UPA2d,Dry,Stream,4,A,UPA2d_S4A,10,29/07/2016,10:14,02237_r,y,y,y,Yes,No,7511,7512
UPA2d_S4,UPA2d,Dry,Stream,4,A,UPA2d_S4A,10,29/07/2016,10:14,02593_r,y,y,y,Yes,No,7519,7520
UPA2d_S3,UPA2d,Dry,Stream,3,C,UPA2d_S3C,10,29/07/2016,10:24,02220_r,y,y,y,Yes,No,7526,7527
UPA2d_S2,UPA2d,Dry,Stream,2,C,UPA2d_S2C,10,29/07/2016,10:47,02221_r,y,y,y,Yes,No,7565,7566
UPA2d_S2,UPA2d,Dry,Stream,2,C,UPA2d_S2C,10,29/07/2016,10:47,02453_r,y,y,y,Yes,No,7573,7574
UPA2d_S2,UPA2d,Dry,Stream,2,C,UPA2d_S2C,10,29/07/2016,10:47,02400_r,y,y,y,Yes,No,7581,7582
UPA2d_S2,UPA2d,Dry,Stream,2,C,UPA2d_S2C,10,29/07/2016,10:47,02618_r,y,y,y,Yes,No,7585,7586
UPA2d_S2,UPA2d,Dry,Stream,2,B,UPA2d_S2B,10,29/07/2016,10:56,02623_r,y,y,y,Yes,No,7592,7593
UPA2d_S2,UPA2d,Dry,Stream,2,B,UPA2d_S2B,10,29/07/2016,10:56,02611_r,y,y,y,Yes,No,7603,7604
UPA2d_S2,UPA2d,Dry,Stream,2,A,UPA2d_S2A,10,29/07/2016,11:04,02050_r,y,y,y,Yes,No,7606,7607
UPA2d_S2,UPA2d,Dry,Stream,2,A,UPA2d_S2A,10,29/07/2016,11:04,02426_r,y,y,y,Yes,No,7608,7609
UPA2d_S2,UPA2d,Dry,Stream,2,A,UPA2d_S2A,10,29/07/2016,11:04,02265_r,y,y,y,Yes,No,7612,7613
UPA2d_S2,UPA2d,Dry,Stream,2,A,UPA2d_S2A,10,29/07/2016,11:04,02412_r,y,y,y,Yes,No,7616,7617
UPA2d_S1,UPA2d,Dry,Stream,1,C,UPA2d_S1C,10,29/07/2016,11:15,02279_r,y,y,y,Yes,No,7627,7628
UPA2d_S1,UPA2d,Dry,Stream,1,C,UPA2d_S1C,10,29/07/2016,11:15,02629_r,y,y,y,Yes,No,7633,7634
UPA2d_S1,UPA2d,Dry,Stream,1,C,UPA2d_S1C,10,29/07/2016,11:15,02630_r,y,y,y,Yes,No,7635,7636
UPA2d_S1,UPA2d,Dry,Stream,1,A,UPA2d_S1A,10,29/07/2016,11:28,02636_r,y,y,y,Yes,No,7651,7652
PRId_S1,PRId,Dry,Stream,1,A,PRId_S1A,10,29/07/2016,12:37,02640_r,y,y,y,Yes,No,7660,7661
PRId_S1,PRId,Dry,Stream,1,B,PRId_S1B,10,29/07/2016,12:43,02295_r,y,y,y,Yes,No,7671,7672
PRId_S1,PRId,Dry,Stream,1,B,PRId_S1B,10,29/07/2016,12:43,02645_r,y,y,y,Yes,No,7675,7676
PRId_S1,PRId,Dry,Stream,1,C,PRId_S1C,10,29/07/2016,12:48,02389_r,y,y,y,Yes,No,7678,7679
PRId_S2,PRId,Dry,Stream,2,A,PRId_S2A,10,29/07/2016,12:57,02685_r,y,y,y,Yes,No,7691,7692
PRId_I4,PRId,Dry,Interior,4,A,PRId_I4A,10,29/07/2016,13:57,02334_r,y,y,y,Yes,No,7760,7761
PRId_I2,PRId,Dry,Interior,2,C,PRId_I2C,10,29/07/2016,14:16,02696_r,y,y,y,Yes,No,7768,7769
PRId_I2,PRId,Dry,Interior,2,C,PRId_I2C,10,29/07/2016,14:16,02007_r,y,y,y,Yes,No,7772,7773
PRId_I2,PRId,Dry,Interior,2,C,PRId_I2C,10,29/07/2016,14:16,02677_r,y,y,y,Yes,No,7774,7775
PRId_I2,PRId,Dry,Interior,2,B,PRId_I2B,10,29/07/2016,14:21,02676_r,y,y,y,Yes,No,7779,7780
